y_win,p_ioc,p_hand,o_ioc,o_hand,p_ht,p_age,p_rank,o_ht,o_age,o_rank,p_set_1,o_set_1,p_ace,p_df,p_svpt,p_1stWon,p_2ndWon,p_bpFaced,o_ace,o_df,o_svpt,o_1stWon,o_2ndWon,o_bpFaced
W,USA,R,GER,L,185,25,35,173,29,1,6,2,3,1,27,11,7,1,0,1,22,8,4,3
W,ESP,R,ROU,R,182,23,7,176,27,78,6,2,1,0,21,12,5,2,1,2,29,10,6,4
W,USA,R,GER,R,185,37,17,185,27,181,6,3,2,4,38,18,7,5,1,1,35,12,7,5
W,RUS,R,RUS,R,177,26,27,174,32,10,6,3,1,1,24,13,3,2,2,1,33,12,4,6
W,CZE,R,AUS,R,184,25,5,165,23,26,6,3,6,2,26,13,4,2,2,2,35,10,7,7
W,CRO,R,USA,R,180,35,79,178,22,116,6,4,2,1,30,12,8,3,0,4,30,8,8,4
W,GBR,R,RUS,L,180,26,9,178,29,34,6,1,5,1,27,14,5,2,1,2,23,9,3,3
W,USA,R,CZE,R,175,35,2,164,31,16,7,5,2,2,30,9,8,3,1,1,39,14,6,7
W,USA,R,ESP,R,185,25,35,182,23,7,6,4,3,2,24,11,6,1,2,2,34,12,5,7
W,USA,R,RUS,R,185,37,17,177,26,27,6,4,2,1,35,12,8,3,2,5,42,15,6,5
W,CRO,R,CZE,R,180,35,79,184,25,5,6,4,3,2,27,11,4,4,3,0,28,9,4,4
W,USA,R,GBR,R,175,35,2,180,26,9,6,2,5,1,29,12,8,2,1,2,25,9,4,4
W,USA,R,USA,R,185,37,17,185,25,35,6,7,4,2,36,16,7,4,3,4,32,13,6,3
W,USA,R,CRO,R,175,35,2,180,35,79,6,2,2,2,19,12,2,0,2,3,26,10,2,3
W,USA,R,USA,R,175,35,2,185,37,17,6,4,5,3,31,14,6,2,4,2,34,16,3,6
W,ROU,R,AUS,R,168,26,1,175,18,193,7,6,1,1,35,13,8,4,1,5,43,12,10,7
W,CAN,R,FRA,R,178,24,112,183,21,85,6,3,6,1,41,19,8,3,2,5,42,15,10,4
W,USA,R,SVK,R,157,24,76,168,25,110,6,7,1,3,37,14,7,5,1,1,33,14,3,5
W,GER,R,CZE,L,180,30,98,183,28,28,6,3,0,2,36,14,6,3,2,3,45,16,8,8
W,AUS,R,BLR,U,165,22,17,183,20,66,6,7,4,1,35,14,8,1,2,1,31,13,6,2
W,ITA,R,RUS,R,168,26,71,175,19,160,6,4,4,3,38,16,6,5,0,2,32,7,7,5
W,JPN,R,SVK,R,180,20,72,163,28,250,7,5,6,2,33,16,5,2,1,2,33,11,6,3
W,RUS,R,TUN,R,176,31,19,168,23,95,6,3,0,1,30,13,8,2,2,4,29,8,9,4
W,GBR,R,USA,R,180,27,10,168,28,90,6,3,4,0,25,12,5,1,0,2,31,9,5,4
W,USA,L,RUS,R,173,23,123,178,19,138,6,2,1,1,27,14,4,2,1,1,21,8,3,3
W,ESP,R,NED,R,166,26,87,168,26,108,6,1,2,1,22,12,6,1,1,2,26,7,6,4
W,CZE,R,USA,U,164,32,24,165,26,105,6,1,1,1,30,15,6,2,0,1,37,13,5,7
W,CZE,L,AUS,R,177,31,29,180,25,107,7,5,2,2,27,15,4,1,3,4,40,14,8,5
W,ROU,R,KAZ,R,176,28,36,173,24,60,5,7,2,1,38,10,11,3,0,2,36,14,5,5
W,BRA,L,AUS,R,183,22,70,168,20,161,7,6,1,3,32,14,3,4,0,2,43,14,5,7
W,CZE,R,PAR,R,184,26,6,163,26,80,6,3,4,1,30,12,5,3,1,4,42,16,5,7
W,ESP,R,FRA,U,182,24,3,173,21,256,6,4,3,1,29,13,7,2,2,2,40,14,7,5
W,TPE,R,CHN,R,169,32,88,173,24,114,0,6,1,2,25,10,4,2,1,1,29,8,7,4
W,UKR,R,RUS,U,174,29,43,185,21,63,3,6,1,1,29,12,6,2,1,1,31,16,3,4
W,POL,R,CZE,L,170,29,35,183,26,61,2,6,1,0,29,12,7,3,5,1,30,12,5,3
W,GER,L,GER,R,173,30,16,175,24,388,6,0,0,1,24,12,5,1,1,3,28,7,6,8
W,CRO,R,JPN,R,178,22,52,163,23,96,7,5,1,2,35,17,7,3,2,1,46,18,8,6
W,RUS,R,GER,R,188,31,48,173,30,47,6,1,2,2,26,11,5,1,1,3,23,6,6,4
W,LAT,U,USA,L,170,28,15,180,32,64,3,6,1,0,27,10,7,1,1,0,30,13,4,3
W,ROU,R,FRA,R,173,25,104,184,25,11,6,3,1,1,30,12,6,4,2,4,33,12,3,6
W,KAZ,R,GBR,R,163,23,54,170,26,68,7,5,0,1,43,18,8,4,2,2,44,17,7,2
W,RUS,U,SLO,R,173,23,92,182,27,91,7,6,2,2,35,15,8,3,2,2,43,15,9,6
W,USA,R,CHN,R,178,23,20,173,26,45,6,1,2,1,30,16,4,4,1,1,30,9,6,5
W,CRO,R,USA,R,180,36,30,175,25,67,7,6,1,3,39,14,8,4,2,1,32,10,6,3
W,BLR,R,USA,R,175,24,56,170,26,73,6,3,1,3,26,14,1,1,2,4,23,6,4,4
W,CZE,L,JPN,R,173,19,62,155,26,101,7,5,1,5,40,16,8,5,0,3,40,17,4,7
W,FRA,R,GER,R,178,24,8,175,23,50,7,5,3,0,34,18,3,4,1,2,32,12,6,4
W,SUI,R,USA,R,175,21,78,185,38,5,6,3,3,2,33,15,7,4,1,3,35,14,4,6
W,THA,R,SWE,R,168,24,124,174,29,83,6,3,0,2,31,12,10,1,1,1,29,13,5,2
W,CRO,R,BEL,R,181,27,81,178,24,77,7,6,0,1,34,15,5,5,2,1,35,14,5,4
W,ROU,R,RUS,L,181,27,40,178,30,69,3,6,1,2,35,14,6,5,1,2,37,14,6,5
W,AUS,R,USA,R,165,24,23,163,28,131,6,1,0,2,20,8,4,2,0,2,26,7,3,7
W,BEL,U,SVK,R,178,22,37,180,20,125,6,2,1,3,26,11,6,2,1,1,24,8,3,5
W,FRA,R,CHN,U,173,28,42,183,16,641,6,4,0,2,30,15,6,4,1,4,32,10,7,5
W,GER,R,USA,U,180,29,12,170,19,102,6,4,7,1,29,15,7,2,1,1,32,15,5,4
W,CHN,R,USA,R,178,29,34,170,25,13,2,6,1,0,28,12,4,4,1,1,30,10,6,3
W,CZE,R,FRA,R,180,25,130,175,32,82,6,3,0,2,25,14,3,2,1,2,25,7,3,6
W,POL,R,USA,R,170,26,74,178,23,65,2,6,0,1,24,12,5,1,3,1,29,14,4,3
W,RUS,R,SVK,R,170,21,25,175,23,137,6,0,1,1,27,9,6,4,1,1,22,3,4,5
W,UKR,R,CHN,R,170,16,521,173,32,27,6,2,3,2,21,10,5,1,1,3,28,8,4,5
W,AUS,R,AUS,U,175,27,168,168,18,286,6,3,0,2,29,11,5,2,0,2,34,13,5,5
W,CZE,R,GRE,R,175,22,59,173,22,55,6,2,2,1,32,15,6,2,1,3,30,12,5,3
W,UKR,R,SRB,R,174,23,4,165,21,279,6,3,1,1,21,9,6,1,1,2,34,11,6,7
W,LAT,R,ITA,R,178,21,7,166,38,93,6,1,3,2,31,14,6,2,1,4,26,7,6,4
W,CHN,R,COL,R,185,29,100,170,28,109,6,0,2,1,17,9,5,1,0,1,25,7,3,6
W,GER,R,ROU,R,185,28,53,168,30,99,6,4,1,3,40,18,8,3,1,3,39,19,4,4
W,EST,R,SRB,R,175,22,33,163,25,46,6,4,3,1,35,16,6,2,1,2,39,15,7,5
W,EST,R,SVK,R,181,33,79,161,29,26,6,2,4,2,23,11,5,2,1,3,30,9,5,4
W,PUR,R,AUS,R,170,24,58,172,34,41,4,6,2,1,33,16,7,2,4,1,32,18,5,2
W,ESP,R,POL,R,162,29,39,170,20,163,7,5,0,1,33,14,7,4,2,2,37,14,7,4
W,HUN,R,USA,R,179,25,51,185,26,9,7,6,3,3,37,16,9,5,5,3,31,16,5,2
W,RUS,R,UKR,R,177,27,18,170,24,86,3,6,0,2,28,11,5,3,3,1,28,12,4,3
W,UKR,R,SUI,R,175,31,94,170,25,115,7,6,1,1,37,15,6,5,1,3,31,12,6,4
W,BEL,R,USA,R,165,32,75,175,28,84,2,6,3,1,30,11,6,3,0,1,33,14,5,3
W,SVK,R,USA,L,180,29,21,170,22,89,6,0,1,0,25,14,4,2,0,2,26,9,3,5
W,NED,R,USA,R,182,26,32,170,19,49,6,7,3,3,36,16,5,3,1,0,34,13,5,5
W,USA,R,BUL,R,168,25,113,168,23,139,6,1,0,1,21,8,5,3,0,2,23,7,1,6
W,CRO,R,JPN,R,168,21,119,173,26,436,6,3,1,2,25,8,7,3,1,1,29,9,3,6
W,DEN,R,ROU,L,177,28,2,175,30,44,6,2,0,0,24,11,4,2,1,1,21,5,2,3
W,ROU,R,CAN,R,168,26,1,178,24,112,6,2,1,1,21,8,5,3,1,1,29,8,3,7
W,USA,R,GER,R,157,24,76,180,30,98,4,6,2,2,26,8,7,3,0,1,24,7,3,4
W,AUS,R,ITA,R,165,22,17,168,26,71,5,7,4,1,27,13,4,2,1,1,33,12,5,3
W,JPN,R,RUS,R,180,20,72,176,31,19,7,6,4,2,34,16,7,3,1,2,36,14,7,3
W,USA,L,GBR,R,173,23,123,180,27,10,6,4,4,2,31,12,8,1,0,3,42,16,7,9
W,CZE,R,ESP,R,164,32,24,166,26,87,6,3,2,2,32,15,7,4,0,0,32,12,7,5
W,CZE,L,ROU,R,177,31,29,176,28,36,6,2,3,1,35,12,10,3,2,2,30,11,4,3
W,CZE,R,BRA,L,184,26,6,183,22,70,6,1,3,2,19,10,5,1,1,2,18,7,1,4
W,TPE,R,ESP,R,169,32,88,182,24,3,7,6,2,2,43,18,8,5,2,3,44,19,4,6
W,POL,R,UKR,R,170,29,35,174,29,43,2,6,1,1,31,14,5,3,2,2,33,14,5,4
W,GER,L,CRO,R,173,30,16,178,22,52,6,4,2,1,30,12,8,2,2,0,22,6,5,3
W,RUS,R,LAT,U,188,31,48,170,28,15,6,1,2,2,29,14,6,2,1,1,30,12,4,3
W,ROU,R,KAZ,R,173,25,104,163,23,54,1,6,1,1,22,10,3,3,0,2,27,10,4,3
W,USA,R,RUS,U,178,23,20,173,23,92,6,0,4,1,18,9,6,1,1,3,18,4,3,5
W,BLR,R,CRO,R,175,24,56,180,36,30,6,3,1,2,23,14,3,1,1,3,27,9,3,6
W,FRA,R,CZE,L,178,24,8,173,19,62,6,7,3,0,34,18,6,2,3,3,39,15,9,5
W,THA,R,SUI,R,168,24,124,175,21,78,6,1,2,2,31,13,6,4,2,3,32,11,4,8
W,CRO,R,ROU,R,181,27,81,181,27,40,6,4,1,3,39,17,7,4,1,2,50,19,8,7
W,BEL,U,AUS,R,178,22,37,165,24,23,7,5,0,2,44,20,5,9,1,5,34,11,5,4
W,FRA,R,GER,R,173,28,42,180,29,12,6,4,1,2,32,15,6,3,1,2,33,13,6,6
W,CZE,R,CHN,R,180,25,130,178,29,34,6,4,1,1,39,18,6,3,1,1,37,17,4,3
W,POL,R,RUS,R,170,26,74,170,21,25,7,6,1,2,35,13,6,2,2,3,37,13,5,4
W,UKR,R,AUS,R,170,16,521,175,27,168,6,3,3,6,43,18,6,4,1,2,33,10,7,5
W,UKR,R,CZE,R,174,23,4,175,22,59,4,6,3,1,31,12,6,3,0,2,33,10,7,7
W,LAT,R,CHN,R,178,21,7,185,29,100,6,3,3,2,25,9,5,2,1,1,29,11,3,4
W,EST,R,GER,R,175,22,33,185,28,53,6,3,2,3,29,12,6,4,1,2,28,11,5,4
W,EST,R,PUR,R,181,33,79,170,24,58,6,4,2,1,25,10,7,2,1,3,37,15,4,4
W,ESP,R,HUN,R,162,29,39,179,25,51,6,4,1,1,31,15,3,3,1,1,24,9,6,2
W,UKR,R,RUS,R,175,31,94,177,27,18,6,2,2,2,33,16,5,3,1,2,27,12,3,4
W,SVK,R,BEL,R,180,29,21,165,32,75,6,4,0,0,24,6,6,3,1,1,27,10,5,3
W,NED,R,USA,R,182,26,32,168,25,113,7,6,4,1,31,16,6,2,0,1,29,13,4,4
W,DEN,R,CRO,R,177,28,2,168,21,119,3,6,1,2,34,14,5,6,0,3,30,7,8,3
W,ROU,R,USA,R,168,26,1,157,24,76,4,6,1,1,50,24,7,5,0,2,51,22,8,7
W,JPN,R,AUS,R,180,20,72,165,22,17,6,4,6,1,31,17,4,2,1,0,24,10,5,2
W,CZE,R,USA,L,164,32,24,173,23,123,6,2,3,1,26,14,5,1,1,2,20,5,5,3
W,CZE,R,CZE,L,184,26,6,177,31,29,7,6,6,1,35,23,5,1,1,2,40,20,8,1
W,TPE,R,POL,R,169,32,88,170,29,35,6,2,1,2,35,17,4,3,1,2,30,10,3,4
W,GER,L,RUS,R,173,30,16,188,31,48,6,1,1,1,23,13,3,2,1,1,23,6,4,4
W,USA,R,ROU,R,178,23,20,173,25,104,6,3,3,1,31,17,6,2,0,1,30,13,5,3
W,FRA,R,BLR,R,178,24,8,175,24,56,6,3,3,0,30,16,4,3,1,2,28,11,5,2
W,CRO,R,THA,R,181,27,81,168,24,124,6,3,1,2,30,10,7,4,1,2,33,12,5,4
W,BEL,U,FRA,R,178,22,37,173,28,42,7,5,1,3,41,19,3,5,1,6,38,11,6,8
W,CZE,R,POL,R,180,25,130,170,26,74,6,1,3,3,26,12,6,2,1,2,33,11,6,6
W,UKR,R,UKR,R,174,23,4,170,16,521,6,2,3,0,19,11,4,1,0,5,27,8,5,4
W,EST,R,LAT,R,175,22,33,178,21,7,6,3,2,2,23,9,2,5,1,1,32,10,4,7
W,ESP,R,EST,R,162,29,39,181,33,79,3,6,0,0,24,11,4,3,1,1,30,9,6,4
W,SVK,R,UKR,R,180,29,21,175,31,94,7,5,3,1,29,14,5,2,1,3,26,11,6,1
W,DEN,R,NED,R,177,28,2,182,26,32,6,4,2,1,35,17,6,3,2,1,27,13,3,2
W,ROU,R,JPN,R,168,26,1,180,20,72,6,3,1,1,33,14,6,4,3,1,30,11,4,4
W,CZE,R,CZE,R,184,26,6,164,32,24,6,7,1,0,33,15,6,2,1,1,39,18,4,6
W,GER,L,TPE,R,173,30,16,169,32,88,4,6,1,0,28,13,5,2,0,2,36,13,6,4
W,USA,R,FRA,R,178,23,20,178,24,8,6,3,5,2,31,15,6,3,1,1,27,10,3,4
W,BEL,U,CRO,R,178,22,37,181,27,81,7,6,5,3,43,21,6,7,4,2,43,17,7,6
W,UKR,R,CZE,R,174,23,4,180,25,130,6,3,4,1,22,10,5,1,1,2,30,9,3,6
W,ESP,R,EST,R,162,29,39,175,22,33,4,6,1,0,39,17,7,3,1,2,37,17,5,5
W,DEN,R,SVK,R,177,28,2,180,29,21,6,3,1,2,22,12,3,1,1,1,22,7,2,5
W,ROU,R,CZE,R,168,26,1,184,26,6,6,3,0,2,27,13,5,2,1,2,32,12,4,5
W,GER,L,USA,R,173,30,16,178,23,20,6,1,1,1,20,10,4,2,0,2,23,7,3,5
W,BEL,U,UKR,R,178,22,37,174,23,4,6,4,1,1,25,11,6,1,2,0,26,7,5,5
W,DEN,R,ESP,R,177,28,2,162,29,39,6,0,3,0,30,13,6,1,0,0,28,12,3,2
W,ROU,R,GER,L,168,26,1,173,30,16,6,3,2,1,31,14,3,2,0,0,42,16,5,7
W,DEN,R,BEL,U,177,28,2,178,22,37,6,3,4,3,37,19,8,2,2,1,34,12,9,3
W,DEN,R,ROU,R,177,28,2,168,26,1,7,6,1,2,34,13,7,4,2,0,39,15,7,5
L,ITA,R,USA,R,168,24,36,175,34,1,4,6,4,6,42,12,11,5,5,1,28,13,9,1
L,LAT,R,TPE,R,178,19,81,169,30,90,6,3,2,5,30,8,7,4,1,1,35,12,7,4
L,POL,R,CRO,R,177,25,108,175,18,87,6,0,1,1,24,10,3,3,0,1,30,10,4,6
L,SVK,R,RUS,R,175,21,29,170,19,69,3,6,2,5,28,9,5,4,2,3,36,15,6,4
L,ITA,R,RUS,R,164,29,19,183,21,58,6,1,0,1,26,14,1,5,1,1,31,12,6,3
L,FRA,R,JPN,R,183,19,147,155,24,94,6,7,1,3,34,11,7,5,2,2,40,20,5,5
L,COL,R,CHN,L,170,26,77,173,26,162,2,6,1,2,17,4,5,4,1,0,15,9,3,0
L,DEN,R,KAZ,R,177,26,18,163,21,76,6,1,0,1,31,14,6,3,1,1,39,18,4,6
L,USA,R,SUI,R,175,26,88,175,19,13,4,6,2,2,28,13,5,3,3,1,26,15,5,1
L,GBR,R,HUN,R,170,24,79,179,23,60,7,6,3,0,37,15,7,5,3,1,39,19,6,4
L,CRO,R,UKR,R,180,23,67,175,29,92,6,7,2,2,44,13,8,8,1,3,37,15,6,6
L,SVK,R,RUS,R,181,33,89,174,31,20,0,6,0,4,29,9,4,6,5,0,17,11,4,0
L,RUS,R,USA,R,177,25,28,157,22,103,6,1,1,2,31,14,4,3,0,2,29,8,9,2
L,BEL,R,SVK,R,182,26,41,180,27,75,6,3,2,3,30,12,5,4,4,2,40,14,8,4
L,RUS,R,BLR,R,170,27,91,175,22,105,3,6,1,4,36,14,4,4,4,3,38,15,8,5
L,JPN,R,RUS,R,163,21,56,188,29,5,1,6,1,1,30,9,5,8,6,1,23,12,4,1
L,USA,R,POL,R,170,24,65,170,27,4,2,6,1,1,28,7,4,6,2,1,29,11,4,3
L,SRB,R,CAN,R,163,23,119,178,22,37,3,6,1,2,30,10,8,3,1,2,25,12,7,1
L,POL,R,PUR,R,170,24,93,170,22,52,3,6,0,2,20,6,2,3,2,1,24,11,6,2
L,AUS,R,CZE,L,172,32,27,183,24,114,4,6,2,1,37,13,8,3,5,3,45,20,6,6
L,USA,R,CHN,R,170,23,26,173,24,102,3,6,1,0,35,13,4,6,0,3,35,13,7,7
L,ESP,R,GER,R,163,35,100,175,22,82,6,7,1,1,35,12,7,4,2,2,32,11,7,3
L,GEO,R,USA,R,171,26,101,163,26,74,4,6,1,3,45,15,9,7,1,1,37,10,8,5
L,AUT,R,ITA,R,165,25,126,163,33,15,4,6,1,3,29,11,4,3,2,1,26,14,4,3
L,SUI,R,ESP,R,170,23,149,162,27,11,5,7,1,0,34,15,6,3,0,1,37,18,8,3
L,CHN,R,GRE,R,170,22,138,173,20,170,4,6,0,1,31,10,5,3,3,1,30,14,1,6
L,BRA,R,ROU,R,168,27,46,168,28,40,2,6,0,1,19,5,2,3,3,1,27,9,8,1
L,GER,R,RUS,R,180,28,25,175,20,109,5,7,2,1,33,13,5,5,2,2,32,11,9,3
L,SVK,R,FRA,R,161,27,38,184,23,30,3,6,1,2,24,8,5,3,5,3,30,11,9,4
L,CZE,R,USA,R,166,34,99,168,23,106,2,6,0,3,30,11,4,4,1,0,28,11,6,4
L,CZE,R,AUS,R,177,31,53,165,22,39,6,7,3,2,33,12,10,2,2,3,41,21,7,5
L,THA,R,CZE,L,168,22,158,183,26,7,3,6,0,4,28,7,6,5,3,1,20,10,5,1
L,JPN,L,GER,L,159,25,64,173,28,6,7,6,1,1,47,19,8,5,2,1,35,14,8,2
L,AUS,L,ROU,R,165,21,355,173,27,61,4,6,1,3,31,13,2,4,2,2,28,13,5,2
L,USA,R,USA,R,185,24,42,168,26,49,3,6,2,3,29,10,8,3,1,1,36,15,8,5
L,ROU,R,SWE,R,181,25,31,174,27,50,3,6,2,2,34,11,6,6,2,1,26,11,7,1
L,SLO,R,SRB,R,182,25,72,177,31,22,3,6,1,1,37,10,7,8,2,2,32,14,5,5
L,NED,R,GER,R,182,24,95,168,28,97,4,6,2,4,38,13,9,7,1,1,35,18,4,3
L,AUS,R,GER,R,170,18,335,170,22,55,0,6,1,1,25,6,4,6,0,2,23,12,3,1
L,CZE,R,SUI,R,175,20,98,170,27,14,3,6,0,2,35,11,5,4,1,1,32,13,6,4
L,BEL,R,BLR,R,178,22,43,180,26,16,0,6,1,1,22,6,1,5,0,1,15,10,2,0
L,USA,R,MNE,R,188,21,107,170,21,54,2,6,1,3,33,13,5,5,1,2,28,14,7,2
L,CRO,R,JPN,R,178,20,104,180,18,127,3,6,2,4,34,9,7,5,1,1,30,11,8,2
L,USA,R,UKR,R,178,20,654,174,21,21,2,6,0,4,26,11,2,3,3,2,38,16,8,5
L,FRA,R,CZE,R,178,22,34,164,30,48,2,6,1,1,31,13,5,3,2,2,27,15,5,2
L,GER,R,USA,R,185,26,44,165,27,349,6,3,4,2,27,13,5,1,0,1,37,17,6,3
L,CRO,R,BEL,R,180,34,68,165,30,80,7,5,1,5,33,10,7,5,0,1,37,16,6,4
L,EST,R,ESP,R,175,20,85,182,22,3,0,6,1,2,25,9,4,4,2,0,21,11,6,0
L,USA,R,GBR,R,185,36,10,180,25,47,4,6,1,1,26,9,5,4,3,1,26,11,6,2
L,GER,R,CHN,R,175,21,62,170,22,83,1,6,2,5,29,9,3,6,1,3,24,10,4,4
L,USA,R,CZE,R,168,31,63,180,23,66,4,6,1,1,37,14,8,4,1,2,35,17,6,3
L,CZE,R,GER,R,172,31,132,178,26,32,4,6,2,1,35,16,7,3,3,2,30,14,9,2
L,AUS,U,RUS,L,170,18,779,178,28,24,3,6,1,2,26,6,4,5,0,1,19,9,5,2
L,BLR,R,GER,R,182,27,71,173,28,73,4,6,0,1,22,9,3,2,4,2,33,12,8,2
L,ROU,R,GER,R,175,24,96,180,27,45,3,6,1,2,24,12,5,2,8,2,35,17,7,2
L,AUS,U,CZE,R,170,18,296,184,24,12,4,6,2,1,31,6,11,4,7,1,30,15,5,1
L,KAZ,R,USA,R,173,22,57,178,21,17,6,7,0,1,30,13,5,3,2,0,34,15,8,2
L,BUL,R,KAZ,R,180,28,78,180,28,70,4,6,0,1,44,20,5,6,6,2,28,12,9,2
L,AUS,R,LAT,U,174,29,122,170,26,113,0,6,0,2,21,6,2,4,4,2,23,10,4,2
L,AUS,R,SRB,R,168,26,459,183,28,23,2,6,0,2,29,12,5,5,2,2,29,13,8,0
L,UKR,R,USA,L,174,27,35,180,30,51,7,6,1,2,35,15,5,4,1,0,37,15,8,3
L,UKR,R,ESP,R,175,22,146,166,24,86,7,6,1,1,35,10,6,6,1,0,37,16,4,6
L,SRB,R,FRA,R,175,24,84,173,26,33,1,6,1,2,19,4,3,4,1,1,22,11,5,2
L,ROU,R,CHN,R,168,24,2,178,27,133,4,6,1,0,25,9,2,4,0,0,36,15,7,6
L,TPE,R,USA,R,169,30,90,175,34,1,1,6,0,1,19,4,6,4,4,2,26,12,7,2
L,CRO,R,RUS,R,175,18,87,170,19,69,4,6,1,6,42,12,9,7,2,2,30,12,6,3
L,JPN,R,RUS,R,155,24,94,183,21,58,4,6,0,2,40,18,4,5,4,1,27,13,5,2
L,CHN,L,KAZ,R,173,26,162,163,21,76,3,6,1,4,26,9,3,3,1,1,27,13,5,3
L,HUN,R,SUI,R,179,23,60,175,19,13,3,6,4,2,28,11,6,4,1,1,25,14,5,0
L,RUS,R,UKR,R,174,31,20,175,29,92,1,6,1,2,33,14,3,7,0,1,29,17,2,2
L,SVK,R,USA,R,180,27,75,157,22,103,1,6,2,0,26,11,5,2,2,2,25,12,4,2
L,BLR,R,RUS,R,175,22,105,188,29,5,2,6,0,3,22,6,1,5,2,2,25,11,5,3
L,CAN,R,POL,R,178,22,37,170,27,4,4,6,1,2,26,8,6,2,0,1,34,13,8,4
L,CZE,L,PUR,R,183,24,114,170,22,52,6,4,10,2,36,17,8,1,3,1,41,19,9,2
L,CHN,R,GER,R,173,24,102,175,22,82,3,6,2,2,28,12,5,2,2,2,32,15,7,1
L,USA,R,ITA,R,163,26,74,163,33,15,2,6,1,2,25,6,6,4,2,1,24,12,6,1
L,GRE,R,ESP,R,173,20,170,162,27,11,7,6,2,1,32,14,4,5,0,1,35,16,6,4
L,ROU,R,RUS,R,168,28,40,175,20,109,4,6,2,2,37,15,5,6,1,1,29,12,5,3
L,USA,R,FRA,R,168,23,106,184,23,30,1,6,1,2,30,13,5,2,3,1,28,17,5,1
L,CZE,L,AUS,R,183,26,7,165,22,39,4,6,1,4,30,10,5,3,2,3,33,15,5,2
L,ROU,R,GER,L,173,27,61,173,28,6,2,6,2,1,30,13,2,7,1,1,22,12,3,2
L,SWE,R,USA,R,174,27,50,168,26,49,5,7,0,1,31,10,5,4,0,1,33,15,3,5
L,SRB,R,GER,R,177,31,22,168,28,97,6,3,1,1,31,13,6,1,0,0,32,15,5,4
L,SUI,R,GER,R,170,27,14,170,22,55,2,6,1,1,28,9,5,5,1,1,28,14,4,1
L,MNE,R,BLR,R,170,21,54,180,26,16,1,6,2,2,28,8,5,5,1,2,18,12,3,0
L,UKR,R,JPN,R,174,21,21,180,18,127,4,6,0,0,29,9,8,2,1,1,41,15,9,6
L,USA,R,CZE,R,165,27,349,164,30,48,6,7,1,3,36,15,3,6,2,1,37,17,3,4
L,BEL,R,ESP,R,165,30,80,182,22,3,4,6,1,1,27,7,7,6,2,0,31,12,7,2
L,CHN,R,GBR,R,170,22,83,180,25,47,2,6,0,1,23,8,4,4,1,2,28,12,7,2
L,GER,R,CZE,R,178,26,32,180,23,66,3,6,2,2,33,12,6,5,1,2,32,13,5,2
L,GER,R,RUS,L,173,28,73,178,28,24,4,6,2,2,27,11,4,2,2,0,34,16,7,3
L,GER,R,CZE,R,180,27,45,184,24,12,6,7,2,3,36,15,5,4,7,1,35,15,9,2
L,KAZ,R,USA,R,180,28,70,178,21,17,7,6,1,2,33,14,6,2,2,2,31,16,5,1
L,LAT,U,SRB,R,170,26,113,183,28,23,3,6,0,2,26,7,7,4,1,3,27,15,4,1
L,ESP,R,USA,L,166,24,86,180,30,51,6,7,1,1,43,15,10,3,3,0,35,19,5,3
L,FRA,R,CHN,R,173,26,33,178,27,133,3,6,0,3,29,8,6,6,0,0,33,15,5,4
L,RUS,R,USA,R,170,19,69,175,34,1,1,6,0,3,22,6,3,5,3,0,15,12,3,0
L,KAZ,R,RUS,R,163,21,76,183,21,58,3,6,1,0,29,11,3,4,2,1,31,13,5,2
L,UKR,R,SUI,R,175,29,92,175,19,13,6,4,0,1,27,11,4,3,0,1,26,13,4,2
L,USA,R,RUS,R,157,22,103,188,29,5,1,6,0,1,29,8,6,5,5,2,25,12,6,1
L,PUR,R,POL,R,170,22,52,170,27,4,4,6,1,1,24,8,3,4,1,1,28,14,3,2
L,ITA,R,GER,R,163,33,15,175,22,82,6,0,1,0,29,11,4,4,1,2,32,10,7,6
L,RUS,R,ESP,R,175,20,109,162,27,11,4,6,1,2,24,8,4,3,1,1,18,10,2,2
L,FRA,R,AUS,R,184,23,30,165,22,39,4,6,3,3,40,16,7,4,0,2,36,16,5,3
L,USA,R,GER,L,168,26,49,173,28,6,1,6,0,1,28,12,1,6,1,1,20,10,4,1
L,GER,R,GER,R,168,28,97,170,22,55,0,6,0,2,25,8,2,6,0,1,34,17,3,5
L,JPN,R,BLR,R,180,18,127,180,26,16,1,6,1,0,21,5,2,5,1,1,20,10,3,1
L,ESP,R,CZE,R,182,22,3,164,30,48,3,6,0,1,23,9,4,2,1,1,33,16,6,3
L,CZE,R,GBR,R,180,23,66,180,25,47,2,6,1,1,30,12,4,6,3,0,23,11,5,0
L,CZE,R,RUS,L,184,24,12,178,28,24,3,6,2,1,30,11,5,4,3,0,27,14,6,1
L,SRB,R,USA,R,183,28,23,178,21,17,6,4,0,2,32,13,5,4,1,1,36,14,6,5
L,USA,L,CHN,R,180,30,51,178,27,133,1,6,1,2,23,7,2,4,1,0,25,13,2,2
L,RUS,R,USA,R,183,21,58,175,34,1,2,6,2,2,23,9,2,6,2,1,21,9,6,1
L,SUI,R,RUS,R,175,19,13,188,29,5,5,7,0,1,47,17,9,8,11,4,42,17,10,3
L,GER,R,POL,R,175,22,82,170,27,4,7,6,1,2,36,12,5,5,1,0,34,15,6,4
L,AUS,R,ESP,R,165,22,39,162,27,11,6,0,1,1,30,13,2,5,1,1,23,9,3,3
L,GER,R,GER,L,170,22,55,173,28,6,4,6,0,3,25,8,2,7,1,2,37,12,8,5
